Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,FullName
Male,38,Some Travel,Technology,Far,California,Black or African American,High School,Information Systems,Data Scientist,Married,89362,0,No,3/1/2013,No,9,3,9,7,Morley Dmitriev
Female,47,Frequent Traveller,Human Resources,Very Close,California,White,Some College,Marketing ,HR Executive,Married,85744,2,No,3/2/2013,No,9,0,9,8,Nancey Luetkemeyers
Male,43,No Travel ,Technology,Far,California,White,Bachelor's,Information Systems,Analytics Manager,Single,280756,0,No,3/5/2013,No,9,8,8,3,Kerwin Wheadon
Male,36,Some Travel,Technology,Far,New York,Black or African American,Some College,Information Systems,Machine Learning Engineer,Married,174019,1,Yes,3/7/2013,No,9,8,9,1,Dana Lobb
Female,40,Some Travel,Technology,Far,New York,White,Below High School,Information Systems,Software Engineer,Married,41601,0,No,3/8/2013,No,9,8,9,8,Meryl Slucock
Female,35,Some Travel,Sales,Far,New York,White,Some College,Economics,Sales Representative,Married,81389,1,No,3/11/2013,No,9,3,7,5,Bathsheba Ablewhite
Female,32,Some Travel,Sales,Close,Illinois,White,High School,Marketing ,Sales Executive,Divorced,133865,1,Yes,3/12/2013,No,9,3,3,0,Gizela Pauncefoot
Female,30,Some Travel,Technology,Very Far,California,White,Master's,Computer Science,Software Engineer,Married,93181,0,No,3/15/2013,No,9,8,9,4,Josephine Stickley
Female,29,Frequent Traveller,Sales,Far,California,American Indian or Alaska Native,Some College,Marketing,Sales Executive,Single,177402,0,No,7/10/2014,Yes,6,3,5,3,Chelsie Isakovitch
Female,45,Some Travel,Sales,Very Far,California,American Indian or Alaska Native,Some College,Marketing,Sales Executive,Divorced,173037,3,No,3/26/2013,No,9,4,9,3,Marchelle Duffield
Female,28,Frequent Traveller,Technology,Very Far,California,White,Below High School,Other,Senior Software Engineer,Single,176282,0,Yes,4/23/2019,Yes,2,0,1,0,Cristi Belchem
Male,43,Some Travel,Sales,Very Close,Illinois,Mixed or multiple ethnic groups,Below High School,Economics,Manager,Married,313198,1,No,3/28/2013,No,9,5,9,2,Daryle Boarder
Female,32,Some Travel,Technology,Very Close,California,Mixed or multiple ethnic groups,High School,Computer Science,Software Engineer,Single,152314,0,Yes,3/30/2013,No,9,4,6,0,Dulci Sheryn
Female,34,Frequent Traveller,Sales,Far,California,White,High School,Marketing ,Sales Executive,Single,173246,0,Yes,2/20/2012,Yes,9,4,7,7,Kai Lush
Male,48,Some Travel,Technology,Very Far,Illinois,White,Below High School,Computer Science,Software Engineer,Single,103198,0,No,4/3/2013,No,9,7,9,2,Clay Carabine
Non-Binary,44,Some Travel,Technology,Close,California,Black or African American,High School,Computer Science,Data Scientist,Single,92634,0,Yes,4/6/2013,No,9,8,9,9,Dita Perch
Male,47,Some Travel,Technology,Very Far,California,White,Below High School,Information Systems,Data Scientist,Married,62999,1,No,4/6/2013,No,9,2,3,7,Eustace Skune
Male,30,Some Travel,Technology,Very Far,California,White,Some College,Computer Science,Software Engineer,Single,78743,0,No,4/9/2013,No,9,2,7,4,Giusto Raynes
Male,29,Some Travel,Technology,Close,New York,Black or African American,Some College,Other,Data Scientist,Divorced,70872,1,No,4/10/2013,No,9,2,7,9,Briggs Pettet
Male,33,Some Travel,Sales,Very Far,New York,White,Bachelor's,Marketing,Sales Executive,Single,165988,0,Yes,5/8/2021,Yes,1,0,0,0,Avrom Low
Male,32,Some Travel,Technology,Far,California,Native Hawaiian ,Some College,Information Systems,Data Scientist,Married,41857,1,No,4/12/2013,No,9,0,5,2,Broddy Jardine
Male,36,Some Travel,Sales,Very Far,California,White,High School,Marketing,Sales Executive,Married,298558,1,Yes,4/12/2013,No,9,4,4,7,Benson Van De Cappelle
Female,30,Some Travel,Technology,Far,California,White,Some College,Information Systems,Data Scientist,Single,96170,0,No,4/15/2013,No,9,4,9,1,Maridel O'Hederscoll
Non-Binary,36,No Travel ,Sales,Very Far,California,Mixed or multiple ethnic groups,High School,Economics,Sales Representative,Single,56937,0,No,4/17/2013,No,9,5,8,2,Godfrey Reynoollds
Female,33,Frequent Traveller,Technology,Very Far,Illinois,Asian or Asian American,High School,Computer Science,Machine Learning Engineer,Single,91407,0,No,4/17/2013,No,9,9,9,4,Vita Cicchelli
Female,48,Some Travel,Sales,Very Far,New York,White,Some College,Technical Degree,Manager,Married,354336,1,Yes,4/18/2013,No,9,1,2,9,Joya Hefford
Male,29,Frequent Traveller,Technology,Far,New York,Black or African American,High School,Computer Science,Machine Learning Engineer,Divorced,129703,3,No,4/25/2013,No,9,6,6,3,Derrik Seage
Female,42,Some Travel,Sales,Very Far,New York,Other ,Below High School,Marketing ,Sales Representative,Single,43753,0,No,5/1/2013,No,9,0,1,1,Ranna Crosbie
Non-Binary,45,Frequent Traveller,Technology,Far,California,White,Bachelor's,Computer Science,Machine Learning Engineer,Single,123619,0,Yes,5/1/2013,No,9,7,9,2,Bryanty Wickersley
Non-Binary,44,Some Travel,Technology,Very Far,California,White,Some College,Computer Science,Machine Learning Engineer,Married,257978,1,Yes,5/2/2013,No,9,2,4,1,Adrian Westhead
Male,32,Some Travel,Technology,Far,Illinois,Black or African American,Bachelor's,Business Studies,Software Engineer,Married,72688,1,No,5/6/2013,No,9,3,3,8,Shay Casburn
Non-Binary,36,Frequent Traveller,Technology,Close,Illinois,White,Below High School,Information Systems,Data Scientist,Single,43358,0,No,5/7/2013,No,9,0,9,5,Bertie Suthren
Female,30,No Travel ,Technology,Very Close,Illinois,White,Some College,Information Systems,Data Scientist,Married,47338,1,No,5/8/2013,No,9,4,9,1,Seline Ganny
Male,28,Some Travel,Human Resources,Very Far,California,Asian or Asian American,High School,Marketing ,HR Executive,Single,94534,0,No,5/11/2013,No,9,3,3,1,Cole Vost
Female,30,Some Travel,Technology,Far,California,Black or African American,Below High School,Computer Science,Senior Software Engineer,Divorced,159438,2,No,5/22/2013,No,9,4,4,7,Donny Tosh
Male,36,Some Travel,Technology,Close,California,Other ,Some College,Business Studies,Senior Software Engineer,Single,189405,0,No,5/23/2013,No,9,4,6,7,Mikel Worrall
Male,44,Some Travel,Technology,Far,California,Asian or Asian American,Some College,Computer Science,Data Scientist,Married,57890,0,No,5/24/2013,No,9,8,8,8,Sollie Arnke
Non-Binary,39,Frequent Traveller,Technology,Very Close,California,White,Below High School,Business Studies,Software Engineer,Single,87879,0,Yes,5/25/2013,No,9,6,8,9,Cristine Lambdon
Female,34,Some Travel,Technology,Close,New York,White,High School,Information Systems,Senior Software Engineer,Single,154405,0,No,5/27/2013,No,9,7,7,1,Vanny Ruggen
Male,42,Some Travel,Technology,Very Far,California,Black or African American,Bachelor's,Computer Science,Analytics Manager,Married,244114,1,No,5/28/2013,No,9,6,7,0,Nicky Janssens
Male,26,Some Travel,Technology,Very Far,California,White,Master's,Business Studies,Machine Learning Engineer,Married,161600,1,No,12/7/2017,Yes,5,0,2,0,Padraic MacParlan
Male,48,Some Travel,Technology,Very Far,Illinois,White,Some College,Information Systems,Senior Software Engineer,Single,180561,0,No,6/1/2013,No,9,1,8,7,Bertram Abrahami
Female,38,Some Travel,Technology,Far,California,Asian or Asian American,High School,Other,Data Scientist,Married,60549,1,No,6/5/2013,No,9,5,6,6,Addy Slimings
Male,30,Some Travel,Technology,Close,California,White,Below High School,Information Systems,Data Scientist,Married,70182,1,No,6/7/2013,No,9,8,9,8,Melvin McGeneay
Female,30,Some Travel,Technology,Very Far,California,White,Some College,Information Systems,Senior Software Engineer,Married,158656,1,No,12/25/2019,Yes,2,1,1,2,Wilone Vautrey
Male,29,Some Travel,Sales,Far,New York,Black or African American,Some College,Marketing ,Sales Executive,Single,149688,0,Yes,2/4/2013,Yes,2,2,2,2,Trumaine Nevett
Male,29,Some Travel,Sales,Close,California,White,Bachelor's,Marketing,Sales Executive,Married,96319,2,No,6/14/2013,No,9,1,4,5,Jerrome Furney
Female,38,Some Travel,Technology,Close,California,White,Below High School,Other,Senior Software Engineer,Married,253077,1,No,6/15/2013,No,9,3,3,8,Anet Dublin
Female,43,Some Travel,Technology,Far,New York,White,High School,Computer Science,Software Engineer,Married,94499,1,No,6/22/2013,No,9,0,1,7,Elly Kennan
Female,39,Some Travel,Technology,Close,California,Mixed or multiple ethnic groups,High School,Information Systems,Data Scientist,Divorced,65796,1,No,7/2/2013,No,9,9,9,5,Page Sculpher
Female,26,Some Travel,Sales,Very Close,California,Asian or Asian American,High School,Marketing,Sales Executive,Single,149390,0,Yes,8/15/2016,Yes,3,1,1,2,Meara Mahony
Female,48,Some Travel,Technology,Very Far,California,Mixed or multiple ethnic groups,High School,Information Systems,Engineering Manager,Divorced,314656,1,No,7/9/2013,No,9,7,8,3,Hynda Stonehouse
Male,31,Some Travel,Technology,Very Far,Illinois,American Indian or Alaska Native,Some College,Computer Science,Senior Software Engineer,Single,242890,0,No,7/11/2013,No,9,3,3,9,Stearn Bever
Male,30,Some Travel,Sales,Very Far,California,White,Bachelor's,Marketing,Sales Executive,Single,148862,0,Yes,11/3/2013,Yes,2,0,1,1,Joachim Popplestone
Non-Binary,29,Some Travel,Technology,Far,California,American Indian or Alaska Native,High School,Information Systems,Senior Software Engineer,Married,145716,1,No,2/22/2018,Yes,1,0,1,1,Staford Perrins
Female,28,No Travel ,Technology,Very Far,California,White,Some College,Computer Science,Software Engineer,Single,50175,0,No,7/18/2013,No,9,9,9,3,Prudence Cockrell
Female,32,No Travel ,Sales,Far,California,Asian or Asian American,Bachelor's,Economics,Sales Executive,Divorced,237749,1,No,7/19/2013,No,9,1,6,6,Randie Mouth
Male,32,No Travel ,Technology,Close,New York,White,Bachelor's,Information Systems,Software Engineer,Married,111294,1,No,7/19/2013,No,9,2,9,4,Farly Drinan
Non-Binary,41,Frequent Traveller,Sales,Very Close,New York,White,Some College,Marketing ,Sales Executive,Single,248987,0,No,7/19/2013,No,9,5,9,5,Siobhan Antognelli
Female,41,No Travel ,Sales,Very Far,New York,White,High School,Marketing ,Sales Executive,Married,109747,1,No,7/20/2013,No,9,8,9,5,Arlyne Paylie
Female,39,Some Travel,Sales,Far,California,Mixed or multiple ethnic groups,Some College,Marketing ,Sales Executive,Married,136970,1,No,7/28/2013,No,9,4,8,2,Lynne Boomes
Female,24,Some Travel,Sales,Very Far,California,Asian or Asian American,Bachelor's,Economics,Sales Executive,Married,144335,0,No,10/11/2018,Yes,0,0,0,0,Melicent Papworth
Male,43,Some Travel,Technology,Very Far,California,White,Bachelor's,Computer Science,Software Engineer,Married,155786,1,Yes,7/29/2013,No,9,0,7,5,Cristian Massy
Female,32,Some Travel,Technology,Close,California,Mixed or multiple ethnic groups,Bachelor's,Computer Science,Software Engineer,Divorced,85568,1,No,7/31/2013,No,9,7,9,1,Elisabeth Pettyfar
Male,34,No Travel ,Technology,Far,California,Mixed or multiple ethnic groups,Below High School,Computer Science,Senior Software Engineer,Married,238630,1,No,8/5/2013,No,9,0,3,6,Padraig Carnell
Non-Binary,27,Some Travel,Sales,Very Far,California,White,Bachelor's,Marketing ,Sales Executive,Single,141998,0,Yes,12/14/2013,Yes,5,5,5,1,Alessandra Storrock
Male,30,No Travel ,Technology,Close,New York,American Indian or Alaska Native,Some College,Computer Science,Data Scientist,Married,138989,1,Yes,8/14/2013,No,9,2,4,8,Hillary Atchly
Male,42,Some Travel,Technology,Very Far,California,Black or African American,Bachelor's,Computer Science,Data Scientist,Divorced,142075,1,No,8/15/2013,No,9,9,9,4,Wells Mulholland
Female,29,Some Travel,Technology,Very Far,California,White,Some College,Computer Science,Machine Learning Engineer,Married,207952,1,Yes,8/17/2013,No,9,9,9,7,Rosaline Griffe
Female,43,Some Travel,Sales,Very Far,New York,American Indian or Alaska Native,High School,Marketing,Sales Executive,Married,121510,1,No,8/18/2013,No,9,8,8,5,Germana Gulvin
Male,40,Frequent Traveller,Technology,Close,California,Asian or Asian American,High School,Information Systems,Data Scientist,Married,43854,1,No,8/19/2013,No,9,4,9,2,Umberto Wallentin
Non-Binary,41,Some Travel,Technology,Close,California,Black or African American,Master's,Information Systems,Engineering Manager,Divorced,372980,1,No,8/22/2013,No,9,1,2,3,Tallie Le Pine
Male,29,Some Travel,Sales,Very Far,New York,Black or African American,High School,Economics,Sales Executive,Married,140962,0,Yes,6/13/2013,Yes,4,0,2,4,Marchall Burnes
Male,37,Some Travel,Technology,Far,New York,White,High School,Information Systems,Software Engineer,Single,45927,0,No,8/26/2013,No,9,5,6,6,Hasheem Mance
Female,28,Some Travel,Sales,Far,Illinois,White,Bachelor's,Marketing,Sales Executive,Single,134427,0,Yes,8/28/2013,No,9,9,9,2,Carita Frazier
Male,24,Frequent Traveller,Technology,Far,New York,White,Some College,Computer Science,Senior Software Engineer,Divorced,139627,3,No,1/27/2016,Yes,5,0,4,1,Vin Wandless
Male,37,Some Travel,Technology,Far,Illinois,White,Some College,Computer Science,Analytics Manager,Married,513608,0,No,9/3/2013,No,9,4,7,3,Stearne Axelbee
Male,43,Some Travel,Sales,Very Close,Illinois,White,Some College,Marketing,Manager,Married,429939,1,Yes,9/5/2013,No,9,3,3,7,Theodor Smaleman
Male,31,Some Travel,Technology,Very Far,Illinois,American Indian or Alaska Native,Some College,Other,Machine Learning Engineer,Married,195261,1,No,9/9/2013,No,9,3,4,5,Shepperd Brittain
Male,34,Frequent Traveller,Technology,Far,New York,Asian or Asian American,High School,Other,Data Scientist,Married,39015,1,No,9/15/2013,No,9,5,6,4,Oswell McCloid
Female,35,Some Travel,Human Resources,Far,California,Asian or Asian American,Bachelor's,Marketing ,HR Executive,Single,132563,0,Yes,9/22/2013,No,9,1,6,9,Carena Devita
Non-Binary,33,Some Travel,Technology,Far,California,White,Some College,Information Systems,Engineering Manager,Single,267009,0,No,9/23/2013,No,9,0,1,7,Modesty Kingescot
Female,24,Some Travel,Sales,Very Close,California,Asian or Asian American,Some College,Marketing,Sales Executive,Divorced,130774,1,Yes,8/15/2016,Yes,4,3,3,4,Alethea Heeney
Male,34,Frequent Traveller,Sales,Very Far,Illinois,Asian or Asian American,Some College,Economics,Sales Executive,Married,140097,0,No,9/27/2013,No,9,2,8,6,Ulysses Wathan
Male,36,Some Travel,Sales,Close,California,Asian or Asian American,Master's,Marketing ,Manager,Married,432191,1,No,9/27/2013,No,9,1,8,0,Blake Metheringham
Male,42,Some Travel,Sales,Close,California,White,Below High School,Technical Degree,Sales Representative,Married,70535,1,No,9/29/2013,No,9,3,8,5,Olvan Pilgram
Female,35,Some Travel,Technology,Close,New York,Mixed or multiple ethnic groups,Some College,Information Systems,Senior Software Engineer,Divorced,253952,1,Yes,10/2/2013,No,9,9,9,4,Lynea Ashurst
Female,45,Some Travel,Technology,Close,California,White,High School,Computer Science,Machine Learning Engineer,Divorced,223124,1,No,10/2/2013,No,9,2,3,2,Cristy Dumbarton
Male,25,Some Travel,Technology,Far,California,White,Bachelor's,Information Systems,Machine Learning Engineer,Married,130434,0,Yes,9/26/2016,Yes,0,0,0,0,Jonathon Lovie
Female,32,Frequent Traveller,Technology,Far,California,White,High School,Information Systems,Data Scientist,Married,44388,1,No,10/10/2013,No,9,8,9,8,Rita Chrismas
Non-Binary,33,Some Travel,Technology,Far,California,White,Bachelor's,Other,Senior Software Engineer,Married,108095,0,Yes,10/10/2013,No,9,8,9,9,Chadwick Buist
Female,29,Some Travel,Sales,Very Close,California,Mixed or multiple ethnic groups,High School,Marketing ,Sales Executive,Single,129356,0,No,5/2/2012,Yes,5,1,1,2,Carita Strowther
Female,30,Some Travel,Sales,Very Far,California,White,Some College,Other,Sales Executive,Single,160352,0,No,10/18/2013,No,9,0,5,4,Harley Dootson
Female,48,Some Travel,Technology,Very Far,Illinois,White,Some College,Other,Senior Software Engineer,Single,207456,0,No,10/18/2013,No,9,2,6,4,Gabey Trethowan
Female,43,Some Travel,Technology,Close,California,White,Some College,Computer Science,Engineering Manager,Married,309141,0,No,10/19/2013,No,9,6,6,9,Kristina Chanson
Male,25,Some Travel,Sales,Close,Illinois,White,Some College,Marketing ,Sales Executive,Single,123307,0,Yes,12/23/2015,Yes,7,2,3,1,Ara Daulton
Female,47,Some Travel,Technology,Close,California,White,Some College,Information Systems,Data Scientist,Married,116165,1,No,10/27/2013,No,9,0,7,8,Appolonia Francis
Male,39,Some Travel,Technology,Very Far,New York,Mixed or multiple ethnic groups,High School,Information Systems,Machine Learning Engineer,Married,99602,0,No,10/29/2013,No,9,5,8,4,Tommy Cawthorn
Female,32,Some Travel,Technology,Far,Illinois,Native Hawaiian ,Bachelor's,Computer Science,Data Scientist,Single,85884,0,No,10/31/2013,No,9,9,9,5,Ariadne Isakov
Male,48,Some Travel,Technology,Far,California,White,Some College,Information Systems,Software Engineer,Married,56546,1,No,11/1/2013,No,9,4,6,3,Berton Jorissen
Female,29,Some Travel,Sales,Far,New York,White,High School,Marketing ,Sales Executive,Single,122811,0,Yes,2/27/2012,Yes,2,1,1,1,Susanne Wisam
Prefer Not To Say,43,Some Travel,Technology,Close,New York,White,Bachelor's,Information Systems,Engineering Manager,Married,365504,3,Yes,11/4/2013,No,9,6,7,8,Tim Spinley
Female,44,Some Travel,Technology,Far,New York,Black or African American,High School,Computer Science,Software Engineer,Married,91563,1,No,11/6/2013,No,9,9,9,8,Ellette McKean
Male,30,Frequent Traveller,Sales,Far,California,White,High School,Marketing,Sales Executive,Divorced,135919,1,No,11/8/2013,No,9,6,6,0,Hayden Jacox
Female,28,Frequent Traveller,Technology,Close,California,White,Below High School,Information Systems,Software Engineer,Divorced,47148,2,No,11/9/2013,No,9,3,8,8,Britt Ritchley
